State,District,Tehsil,Crop,Total_Area,Irrigated_Area,Unirrigated_Area
AndhraPradesh,Anantapur,Amadaguru,Jowar_Kharif,11,11,0
AndhraPradesh,Anantapur,Ananthapuram,Jowar_Kharif,474,0,474
AndhraPradesh,Anantapur,Atmakuru,Jowar_Kharif,2366,0,2366
AndhraPradesh,Anantapur,Bathalapalli,Jowar_Kharif,815,0,815
AndhraPradesh,Anantapur,Bommanahal,Jowar_Kharif,845,454,390
AndhraPradesh,Anantapur,Brahmasamudram,Jowar_Kharif,125,114,11
AndhraPradesh,Anantapur,Bukkapatnam,Jowar_Kharif,117,0,117
AndhraPradesh,Anantapur,Bukkarayasamudram,Jowar_Kharif,360,12,348
AndhraPradesh,Anantapur,ChenneKathapalli,Jowar_Kharif,877,0,877
AndhraPradesh,Anantapur,Chilamatturu,Jowar_Kharif,18,0,18
AndhraPradesh,Anantapur,Dandinahirehal,Jowar_Kharif,927,82,845
AndhraPradesh,Anantapur,Dharmavaram,Jowar_Kharif,1375,0,1375
AndhraPradesh,Anantapur,Gandlapenta,Jowar_Kharif,72,4,68
AndhraPradesh,Anantapur,Garladinne,Jowar_Kharif,193,7,186
AndhraPradesh,Anantapur,Gorantla,Jowar_Kharif,139,5,133
AndhraPradesh,Anantapur,Gudibanda,Jowar_Kharif,735,0,735
AndhraPradesh,Anantapur,Gummagatta,Jowar_Kharif,135,32,104
AndhraPradesh,Anantapur,Guntakal,Jowar_Kharif,154,0,154
AndhraPradesh,Anantapur,Gutti,Jowar_Kharif,2854,298,2556
AndhraPradesh,Anantapur,Kanekal,Jowar_Kharif,772,213,559
AndhraPradesh,Anantapur,Kuderu,Jowar_Kharif,1005,0,1005
AndhraPradesh,Anantapur,Madakasira,Jowar_Kharif,1624,0,1624
AndhraPradesh,Anantapur,Nallacheruvu,Jowar_Kharif,11,11,0
AndhraPradesh,Anantapur,Nallamada,Jowar_Kharif,10,4,6
AndhraPradesh,Anantapur,Pamidi,Jowar_Kharif,635,22,614
AndhraPradesh,Anantapur,Parigi,Jowar_Kharif,545,0,545
AndhraPradesh,Anantapur,Peddapappuru,Jowar_Kharif,1231,0,1231
AndhraPradesh,Anantapur,Peddavadaguru,Jowar_Kharif,332,0,332
AndhraPradesh,Anantapur,Penukonda,Jowar_Kharif,311,0,311
AndhraPradesh,Anantapur,Putluru,Jowar_Kharif,4775,108,4666
AndhraPradesh,Anantapur,Puttaparthi,Jowar_Kharif,43,0,43
AndhraPradesh,Anantapur,Rayadurgam,Jowar_Kharif,119,26,93
AndhraPradesh,Anantapur,Roddam,Jowar_Kharif,84,0,84
AndhraPradesh,Anantapur,Setturu,Jowar_Kharif,179,0,179
AndhraPradesh,Anantapur,Singanamala,Jowar_Kharif,74,0,74
AndhraPradesh,Anantapur,Somandepalli,Jowar_Kharif,111,0,111
AndhraPradesh,Anantapur,Tadimarri,Jowar_Kharif,178,6,171
AndhraPradesh,Anantapur,Tadipatri,Jowar_Kharif,3247,1,3245
AndhraPradesh,Anantapur,Tanakallu,Jowar_Kharif,35,35,0
AndhraPradesh,Anantapur,Vidapanakal,Jowar_Kharif,1140,412,728
AndhraPradesh,Anantapur,Vuravakonda,Jowar_Kharif,41,0,41
AndhraPradesh,Anantapur,Yadiki,Jowar_Kharif,951,0,951
AndhraPradesh,Anantapur,Yellanuru,Jowar_Kharif,2267,0,2267
AndhraPradesh,Anantapur,Amadaguru,Jowar_Rabi,11,11,0
AndhraPradesh,Anantapur,Ananthapuram,Jowar_Rabi,474,0,474
AndhraPradesh,Anantapur,Atmakuru,Jowar_Rabi,2366,0,2366
AndhraPradesh,Anantapur,Bathalapalli,Jowar_Rabi,815,0,815
AndhraPradesh,Anantapur,Bommanahal,Jowar_Rabi,845,454,390
AndhraPradesh,Anantapur,Brahmasamudram,Jowar_Rabi,125,114,11
AndhraPradesh,Anantapur,Bukkapatnam,Jowar_Rabi,117,0,117
AndhraPradesh,Anantapur,Bukkarayasamudram,Jowar_Rabi,360,12,348
AndhraPradesh,Anantapur,ChenneKathapalli,Jowar_Rabi,877,0,877
AndhraPradesh,Anantapur,Chilamatturu,Jowar_Rabi,18,0,18
AndhraPradesh,Anantapur,Dandinahirehal,Jowar_Rabi,927,82,845
AndhraPradesh,Anantapur,Dharmavaram,Jowar_Rabi,1375,0,1375
AndhraPradesh,Anantapur,Gandlapenta,Jowar_Rabi,72,4,68
AndhraPradesh,Anantapur,Garladinne,Jowar_Rabi,193,7,186
AndhraPradesh,Anantapur,Gorantla,Jowar_Rabi,139,5,133
AndhraPradesh,Anantapur,Gudibanda,Jowar_Rabi,735,0,735
AndhraPradesh,Anantapur,Gummagatta,Jowar_Rabi,135,32,104
AndhraPradesh,Anantapur,Guntakal,Jowar_Rabi,154,0,154
AndhraPradesh,Anantapur,Gutti,Jowar_Rabi,2854,298,2556
AndhraPradesh,Anantapur,Kanekal,Jowar_Rabi,772,213,559
AndhraPradesh,Anantapur,Kuderu,Jowar_Rabi,1005,0,1005
AndhraPradesh,Anantapur,Madakasira,Jowar_Rabi,1624,0,1624
AndhraPradesh,Anantapur,Nallacheruvu,Jowar_Rabi,11,11,0
AndhraPradesh,Anantapur,Nallamada,Jowar_Rabi,10,4,6
AndhraPradesh,Anantapur,Pamidi,Jowar_Rabi,635,22,614
AndhraPradesh,Anantapur,Parigi,Jowar_Rabi,545,0,545
AndhraPradesh,Anantapur,Peddapappuru,Jowar_Rabi,1231,0,1231
AndhraPradesh,Anantapur,Peddavadaguru,Jowar_Rabi,332,0,332
AndhraPradesh,Anantapur,Penukonda,Jowar_Rabi,311,0,311
AndhraPradesh,Anantapur,Putluru,Jowar_Rabi,4775,108,4666
AndhraPradesh,Anantapur,Puttaparthi,Jowar_Rabi,43,0,43
AndhraPradesh,Anantapur,Rayadurgam,Jowar_Rabi,119,26,93
AndhraPradesh,Anantapur,Roddam,Jowar_Rabi,84,0,84
AndhraPradesh,Anantapur,Setturu,Jowar_Rabi,179,0,179
AndhraPradesh,Anantapur,Singanamala,Jowar_Rabi,74,0,74
AndhraPradesh,Anantapur,Somandepalli,Jowar_Rabi,111,0,111
AndhraPradesh,Anantapur,Tadimarri,Jowar_Rabi,178,6,171
AndhraPradesh,Anantapur,Tadipatri,Jowar_Rabi,3247,1,3245
AndhraPradesh,Anantapur,Tanakallu,Jowar_Rabi,35,35,0
AndhraPradesh,Anantapur,Vidapanakal,Jowar_Rabi,1140,412,728
AndhraPradesh,Anantapur,Vuravakonda,Jowar_Rabi,41,0,41
AndhraPradesh,Anantapur,Yadiki,Jowar_Rabi,951,0,951
AndhraPradesh,Anantapur,Yellanuru,Jowar_Rabi,2267,0,2267
AndhraPradesh,Anantapur,Agali,Ragi,42,18,23
AndhraPradesh,Anantapur,Amarapuram,Ragi,224,201,23
AndhraPradesh,Anantapur,Brahmasamudram,Ragi,18,18,0
AndhraPradesh,Anantapur,Chilamatturu,Ragi,77,77,0
AndhraPradesh,Anantapur,Gorantla,Ragi,45,45,0
AndhraPradesh,Anantapur,Gorantla,Ragi,45,45,0
AndhraPradesh,Anantapur,Gudibanda,Ragi,292,291,1
AndhraPradesh,Anantapur,Gummagatta,Ragi,54,54,0
AndhraPradesh,Anantapur,Hindupuram,Ragi,52,43,9
AndhraPradesh,Anantapur,Kadiri,Ragi,0,0,0
AndhraPradesh,Anantapur,Kothacheruvu,Ragi,13,13,0
AndhraPradesh,Anantapur,Lepakshi,Ragi,66,64,2
AndhraPradesh,Anantapur,Madakasira,Ragi,757,713,44
AndhraPradesh,Anantapur,Nallamada,Ragi,14,10,4
AndhraPradesh,Anantapur,Parigi,Ragi,59,50,9
AndhraPradesh,Anantapur,Penukonda,Ragi,25,25,0
AndhraPradesh,Anantapur,Rayadurgam,Ragi,68,68,0
AndhraPradesh,Anantapur,Roddam,Ragi,268,266,2
AndhraPradesh,Anantapur,Rolla,Ragi,127,20,107
AndhraPradesh,Anantapur,Somandepalli,Ragi,106,96,10
AndhraPradesh,Anantapur,Talupala,Ragi,18,10,8
AndhraPradesh,Anantapur,Tanakallu,Ragi,37,37,0
AndhraPradesh,Chittoor,Airala,Ragi,10,10,0
AndhraPradesh,Chittoor,B.Kothakota,Ragi,41,40,1
AndhraPradesh,Chittoor,Bangarupalem,Ragi,18,18,0
AndhraPradesh,Chittoor,Byreddypalli,Ragi,138,138,0
AndhraPradesh,Chittoor,ChinnaGattigallu,Ragi,20,20,0
AndhraPradesh,Chittoor,Chittoor,Ragi,336,0,336
AndhraPradesh,Chittoor,Chowdepalli,Ragi,76,45,32
AndhraPradesh,Chittoor,GangadharaNellore,Ragi,2,2,0
AndhraPradesh,Chittoor,Gangavaram,Ragi,267,259,8
AndhraPradesh,Chittoor,Gudipala,Ragi,10,10,0
AndhraPradesh,Chittoor,Gudipalle,Ragi,1914,156,1758
AndhraPradesh,Chittoor,Gurramkonda,Ragi,20,20,0
AndhraPradesh,Chittoor,K.V.B.Puram,Ragi,9,9,0
AndhraPradesh,Chittoor,Karvetinagaram,Ragi,1,1,0
AndhraPradesh,Chittoor,Kuppam,Ragi,1382,81,1301
AndhraPradesh,Chittoor,Kurabalakota,Ragi,15,15,0
AndhraPradesh,Chittoor,Madanapalli,Ragi,56,12,44
AndhraPradesh,Chittoor,Mulakalacheruvu,Ragi,20,20,0
AndhraPradesh,Chittoor,Nagari,Ragi,2,2,0
AndhraPradesh,Chittoor,Narayanavanam,Ragi,3,3,0
AndhraPradesh,Chittoor,Nimmanapalli,Ragi,8,6,3
AndhraPradesh,Chittoor,Palamaneru,Ragi,322,302,21
AndhraPradesh,Chittoor,Pedamandyam,Ragi,5,5,0
AndhraPradesh,Chittoor,Pedamandyam,Ragi,5,5,0
AndhraPradesh,Chittoor,Pedapanjani,Ragi,262,240,22
AndhraPradesh,Chittoor,Pedathippasamudram,Ragi,119,64,55
AndhraPradesh,Chittoor,Penumuru,Ragi,1,1,0
AndhraPradesh,Chittoor,Pichaturu,Ragi,1,1,0
AndhraPradesh,Chittoor,Punganuru,Ragi,80,18,62
AndhraPradesh,Chittoor,Punganuru,Ragi,80,18,62
AndhraPradesh,Chittoor,Puthalapattu,Ragi,15,15,0
AndhraPradesh,Chittoor,Ramasamudram,Ragi,143,0,143
AndhraPradesh,Chittoor,Ramasamudram,Ragi,143,0,143
AndhraPradesh,Chittoor,S.R.Puram,Ragi,0,0,0
AndhraPradesh,Chittoor,Santhipuram,Ragi,35,0,35
AndhraPradesh,Chittoor,Satyavedu,Ragi,14,14,0
AndhraPradesh,Chittoor,Somala,Ragi,2,2,0
AndhraPradesh,Chittoor,Tamballapalli,Ragi,36,36,0
AndhraPradesh,Chittoor,Thavanampalli,Ragi,12,12,0
AndhraPradesh,Chittoor,Thottembedu,Ragi,4,4,0
AndhraPradesh,Chittoor,Tirupati(R),Ragi,4,4,0
AndhraPradesh,Chittoor,V.Kota,Ragi,69,14,55
AndhraPradesh,Chittoor,Varadayyapalem,Ragi,2,2,0
AndhraPradesh,Chittoor,Vayalpadu/Valmikipuram,Ragi,3,3,0
AndhraPradesh,Chittoor,Vedurukuppam,Ragi,5,5,0
AndhraPradesh,Chittoor,Yadamari,Ragi,35,35,0
MadhyaPradesh,Anuppur,Anuppur,Jowar_Kharif,210,117,93
MadhyaPradesh,Anuppur,Jaithari,Jowar_Kharif,12,1,12
MadhyaPradesh,Anuppur,Pushprajgarh,Jowar_Kharif,18,0,18
MadhyaPradesh,Balaghat,Baihar,Jowar_Kharif,5,0,5
MadhyaPradesh,Balaghat,Birsa,Jowar_Kharif,16,0,16
MadhyaPradesh,Balaghat,Birsa,Jowar_Kharif,16,0,16
MadhyaPradesh,Balaghat,Katngi,Jowar_Kharif,4,3,0
MadhyaPradesh,Balaghat,Katngi,Jowar_Kharif,4,3,0
MadhyaPradesh,Balaghat,Khairlanji,Jowar_Kharif,0,0,0
MadhyaPradesh,Balaghat,Kiranpur,Jowar_Kharif,9,0,9
MadhyaPradesh,Balaghat,Paraswada,Jowar_Kharif,7,0,7
MadhyaPradesh,Balaghat,Waraseoni,Jowar_Kharif,1,1,0
MadhyaPradesh,Bhind,Ater,Jowar_Kharif,54,9,44
MadhyaPradesh,Bhind,Bhind,Jowar_Kharif,207,57,150
MadhyaPradesh,Bhind,Gohad,Jowar_Kharif,442,144,297
MadhyaPradesh,Bhind,Gormi,Jowar_Kharif,557,138,419
MadhyaPradesh,Bhind,Lahar,Jowar_Kharif,721,93,627
MadhyaPradesh,Bhind,Mehgaon,Jowar_Kharif,1138,356,782
MadhyaPradesh,Bhind,Mehona,Jowar_Kharif,1128,228,900
MadhyaPradesh,Bhind,Mou,Jowar_Kharif,104,14,90
MadhyaPradesh,Bhind,Ron,Jowar_Kharif,190,64,125
MadhyaPradesh,Burhanpur,Burhanpur,Jowar_Kharif,6726,1074,5653
MadhyaPradesh,Burhanpur,Khaknar,Jowar_Kharif,2175,182,1993
MadhyaPradesh,Burhanpur,Nepanagar,Jowar_Kharif,3961,232,3728
MadhyaPradesh,Chhatarpur,Bakswaha,Jowar_Kharif,58,3,55
MadhyaPradesh,Chhatarpur,Bijawar,Jowar_Kharif,20,20,0
MadhyaPradesh,Chhatarpur,Chandala,Jowar_Kharif,11,0,11
MadhyaPradesh,Chhatarpur,Chhatarpur,Jowar_Kharif,24,21,3
MadhyaPradesh,Chhatarpur,Dhuwara,Jowar_Kharif,64,64,0
MadhyaPradesh,Chhatarpur,Gaurihar,Jowar_Kharif,3747,332,3415
MadhyaPradesh,Chhatarpur,Loundi,Jowar_Kharif,682,47,635
MadhyaPradesh,Chhatarpur,Maharajpur,Jowar_Kharif,52,41,10
MadhyaPradesh,Chhindwara,Amarwara,Jowar_Kharif,301,97,204
MadhyaPradesh,Chhindwara,Bichhua,Jowar_Kharif,252,39,213
MadhyaPradesh,Chhindwara,Chand,Jowar_Kharif,2,0,2
MadhyaPradesh,Chhindwara,Chhindwara,Jowar_Kharif,25,0,25
MadhyaPradesh,Chhindwara,Churai,Jowar_Kharif,0,0,0
MadhyaPradesh,Chhindwara,Harrai,Jowar_Kharif,9,1,8
MadhyaPradesh,Chhindwara,Jamai,Jowar_Kharif,2094,243,1851
MadhyaPradesh,Chhindwara,Mokhed,Jowar_Kharif,82,8,73
MadhyaPradesh,Chhindwara,Pandhurana,Jowar_Kharif,6152,710,5442
MadhyaPradesh,Chhindwara,Parasia,Jowar_Kharif,699,161,538
MadhyaPradesh,Chhindwara,Saunsar,Jowar_Kharif,3142,595,2546
MadhyaPradesh,Chhindwara,Saunsar,Jowar_Kharif,3142,595,2546
MadhyaPradesh,Chhindwara,Tamia,Jowar_Kharif,183,25,158
MadhyaPradesh,Chhindwara,Umreth,Jowar_Kharif,37,7,29
MadhyaPradesh,Damoh,Batiyagarh,Jowar_Kharif,0,0,0
MadhyaPradesh,Damoh,Damoh,Jowar_Kharif,3,2,1
MadhyaPradesh,Damoh,Jebera,Jowar_Kharif,7,7,0
MadhyaPradesh,Damoh,Tendukheda,Jowar_Kharif,6,2,4
MadhyaPradesh,Datia,Bhander,Jowar_Kharif,14,13,1
MadhyaPradesh,Datia,Datia,Jowar_Kharif,34,7,27
MadhyaPradesh,Datia,Indergarh,Jowar_Kharif,17,7,10
MadhyaPradesh,Datia,Sewada,Jowar_Kharif,2306,916,1389
MadhyaPradesh,Dewas,Bagali,Jowar_Kharif,14,6,8
MadhyaPradesh,Dewas,Dewas,Jowar_Kharif,6,2,4
MadhyaPradesh,Dewas,Hatpiplya,Jowar_Kharif,1,1,0
MadhyaPradesh,Dewas,Kannod,Jowar_Kharif,337,116,221
MadhyaPradesh,Dewas,Khategaon,Jowar_Kharif,1175,38,1137
MadhyaPradesh,Dewas,Satwas,Jowar_Kharif,589,228,362
MadhyaPradesh,Dewas,Sonkatch,Jowar_Kharif,53,14,39
MadhyaPradesh,Dewas,Tonkkurd,Jowar_Kharif,13,4,9
MadhyaPradesh,Dhar,Badnawar,Jowar_Kharif,22,13,8
MadhyaPradesh,Dindori,Dindori,Jowar_Kharif,1131,15,1116
MadhyaPradesh,Dindori,Shahpura,Jowar_Kharif,18,0,18
MadhyaPradesh,Gwalior,Bhitarwar,Jowar_Kharif,106,53,53
MadhyaPradesh,Gwalior,Chinor,Jowar_Kharif,171,123,47
MadhyaPradesh,Gwalior,Dabra,Jowar_Kharif,458,126,332
MadhyaPradesh,Gwalior,Ghatigaow,Jowar_Kharif,64,9,54
MadhyaPradesh,Gwalior,Gird(Gwalior),Jowar_Kharif,916,305,611
MadhyaPradesh,Indore,Depalpur,Jowar_Kharif,7,7,0
MadhyaPradesh,Indore,Indore,Jowar_Kharif,2,0,2
MadhyaPradesh,Jabalpur,Jabalpur,Jowar_Kharif,8,0,8
MadhyaPradesh,Jabalpur,Majholi,Jowar_Kharif,8,7,1
MadhyaPradesh,Jabalpur,Panagar,Jowar_Kharif,13,7,6
MadhyaPradesh,Jabalpur,Patan,Jowar_Kharif,628,397,231
MadhyaPradesh,Jabalpur,Shapura,Jowar_Kharif,7,7,0
MadhyaPradesh,Jhabua,Jhabua,Jowar_Kharif,887,88,799
MadhyaPradesh,Jhabua,Meghnagar,Jowar_Kharif,18,3,14
MadhyaPradesh,Jhabua,Petlawad,Jowar_Kharif,5,5,1
MadhyaPradesh,Jhabua,Ranapur,Jowar_Kharif,686,79,607
MadhyaPradesh,Jhabua,Thandla,Jowar_Kharif,17,7,9
MadhyaPradesh,Katni,Barhi,Jowar_Kharif,28,13,14
MadhyaPradesh,Katni,Barwara,Jowar_Kharif,123,20,103
MadhyaPradesh,Katni,Bhoriband,Jowar_Kharif,13,7,6
MadhyaPradesh,Katni,Murwara(Katni),Jowar_Kharif,409,108,301
MadhyaPradesh,Katni,Rithi,Jowar_Kharif,163,30,133
MadhyaPradesh,Katni,VijayraghavGarh,Jowar_Kharif,6,4,2
MadhyaPradesh,Mandla,Bichhiya,Jowar_Kharif,13,2,11
MadhyaPradesh,Mandla,Ghugari,Jowar_Kharif,13,0,13
MadhyaPradesh,Mandla,Mandla,Jowar_Kharif,1,0,1
MadhyaPradesh,Mandla,Nainpur,Jowar_Kharif,13,8,5
MadhyaPradesh,Mandla,Narayanganj,Jowar_Kharif,1,1,1
MadhyaPradesh,Mandla,Niwas,Jowar_Kharif,2,0,2
MadhyaPradesh,Morena,Ambah,Jowar_Kharif,316,45,270
MadhyaPradesh,Morena,Joura,Jowar_Kharif,155,15,141
MadhyaPradesh,Morena,Kailaras,Jowar_Kharif,284,37,247
MadhyaPradesh,Morena,Morena,Jowar_Kharif,232,33,199
MadhyaPradesh,Morena,Porsa,Jowar_Kharif,159,37,122
MadhyaPradesh,Morena,Sablgarh,Jowar_Kharif,22,0,22
MadhyaPradesh,Panna,Ajaygarh,Jowar_Kharif,700,252,447
MadhyaPradesh,Panna,Amanganj,Jowar_Kharif,87,11,76
MadhyaPradesh,Panna,DevendraNagar,Jowar_Kharif,2,0,2
MadhyaPradesh,Panna,Gunnaor,Jowar_Kharif,13,5,8
MadhyaPradesh,Panna,Pawai,Jowar_Kharif,2,0,2
MadhyaPradesh,Ratlam,Alot,Jowar_Kharif,18,18,0
MadhyaPradesh,Ratlam,Bajna,Jowar_Kharif,6,0,6
MadhyaPradesh,Ratlam,Ratlam,Jowar_Kharif,2,0,2
MadhyaPradesh,Ratlam,Sailana,Jowar_Kharif,109,0,109
MadhyaPradesh,Ratlam,Tal,Jowar_Kharif,2,0,2
MadhyaPradesh,Rewa,Hanumana,Jowar_Kharif,98,9,89
MadhyaPradesh,Rewa,Hujur,Jowar_Kharif,1,0,1
MadhyaPradesh,Rewa,Jawa,Jowar_Kharif,606,304,301
MadhyaPradesh,Rewa,Mangawa,Jowar_Kharif,72,2,70
MadhyaPradesh,Rewa,Naigarhi,Jowar_Kharif,3,0,3
MadhyaPradesh,Rewa,RaipurKarchuliyan,Jowar_Kharif,2,1,1
MadhyaPradesh,Rewa,Sirmour,Jowar_Kharif,126,55,71
MadhyaPradesh,Rewa,Teonthar,Jowar_Kharif,329,277,51
MadhyaPradesh,Sagar,Kesli,Jowar_Kharif,3,0,3
MadhyaPradesh,Sagar,Khurai,Jowar_Kharif,8,1,7
MadhyaPradesh,Sagar,Rahatgarh,Jowar_Kharif,6,3,2
MadhyaPradesh,Sagar,Rehli,Jowar_Kharif,3,2,1
MadhyaPradesh,Sagar,Sagar,Jowar_Kharif,9,3,6
MadhyaPradesh,Satna,Amarpatan,Jowar_Kharif,36,30,6
MadhyaPradesh,Satna,Birsinghpur,Jowar_Kharif,110,2,108
MadhyaPradesh,Satna,Maihar,Jowar_Kharif,20,15,5
MadhyaPradesh,Satna,Majhgawa,Jowar_Kharif,1426,758,668
MadhyaPradesh,Satna,Nagod,Jowar_Kharif,8,7,1
MadhyaPradesh,Satna,RaghurajNagar,Jowar_Kharif,13,10,3
MadhyaPradesh,Satna,Ramnagar,Jowar_Kharif,152,8,144
MadhyaPradesh,Satna,Rampur(Baghelan),Jowar_Kharif,13,0,13
MadhyaPradesh,Satna,Uchehara,Jowar_Kharif,32,0,32
MadhyaPradesh,Seoni,Barghat,Jowar_Kharif,0,0,0
MadhyaPradesh,Seoni,Chhapara,Jowar_Kharif,227,20,207
MadhyaPradesh,Seoni,Dhanaura,Jowar_Kharif,55,30,25
MadhyaPradesh,Seoni,Ghansaur,Jowar_Kharif,24,20,4
MadhyaPradesh,Seoni,Keolari,Jowar_Kharif,31,8,23
MadhyaPradesh,Seoni,Kurai,Jowar_Kharif,11,0,11
MadhyaPradesh,Seoni,Lakhnadon,Jowar_Kharif,13,7,6
MadhyaPradesh,Seoni,Seoni,Jowar_Kharif,95,12,83
MadhyaPradesh,Shahdol,Beohari,Jowar_Kharif,21,13,8
MadhyaPradesh,Shahdol,Budhar,Jowar_Kharif,4,4,0
MadhyaPradesh,Shahdol,Gohparu,Jowar_Kharif,2,0,2
MadhyaPradesh,Shahdol,Jaisinghnagar,Jowar_Kharif,109,26,83
MadhyaPradesh,Shahdol,Jaitpur,Jowar_Kharif,18,2,16
MadhyaPradesh,Shahdol,Shoagpur,Jowar_Kharif,17,0,17
MadhyaPradesh,Shivpuri,Badarwas,Jowar_Kharif,26,0,26
MadhyaPradesh,Shivpuri,Bairadh,Jowar_Kharif,173,93,80
MadhyaPradesh,Shivpuri,Karera,Jowar_Kharif,40,40,0
MadhyaPradesh,Shivpuri,Kolaras,Jowar_Kharif,17,0,17
MadhyaPradesh,Shivpuri,Pohari,Jowar_Kharif,8,0,8
MadhyaPradesh,Tikamgarh,Baldeogarh,Jowar_Kharif,29,22,7
MadhyaPradesh,Tikamgarh,Khargapur,Jowar_Kharif,265,256,8
MadhyaPradesh,Tikamgarh,Lidhaura,Jowar_Kharif,41,41,0
MadhyaPradesh,Tikamgarh,MohanGarh,Jowar_Kharif,11,5,5
MadhyaPradesh,Tikamgarh,Niwari,Jowar_Kharif,12,10,1
MadhyaPradesh,Tikamgarh,Palera,Jowar_Kharif,28,7,21
MadhyaPradesh,Tikamgarh,Prithvipur,Jowar_Kharif,4,3,1
MadhyaPradesh,Tikamgarh,Tikamgarh,Jowar_Kharif,28,0,28
MadhyaPradesh,Ujjain,Ghatiya,Jowar_Kharif,6,6,0
