State,District,Tehsil,Crop,Total_Area,Irrigated_Area,Unirrigated_Area
Maharashtra,Ahmednagar,Rahuri,Jowar_Rabi,44952,0,44952
Maharashtra,Ahmednagar,Sangamner,Jowar_Rabi,23847,713,23134
Maharashtra,Ahmednagar,Shevgaon,Jowar_Rabi,59729,774,58955
Maharashtra,Ahmednagar,Shrigonda,Jowar_Rabi,57036,27440,29595
Maharashtra,Ahmednagar,Shrirampur,Jowar_Rabi,2748,680,2068
Maharashtra,Akola,Akola,Jowar_Rabi,7410,16,7393
Maharashtra,Akola,Akot,Jowar_Rabi,72666,1215,71451
Maharashtra,Akola,Balapur,Jowar_Rabi,1304,2,1302
Maharashtra,Akola,Barshitakli,Jowar_Rabi,6123,6,6117
Maharashtra,Akola,Murtijapur,Jowar_Rabi,7091,0,7091
Maharashtra,Akola,Patur,Jowar_Rabi,2915,2,2913
Maharashtra,Akola,Telhara,Jowar_Rabi,9488,0,9488
Maharashtra,Akola,Patur,Jowar_Rabi,2915,2,2913
Maharashtra,Amravati,Achalpur,Jowar_Rabi,10829,727,10103
Maharashtra,Amravati,Amravati,Jowar_Rabi,6755,76,6679
Maharashtra,Amravati,Anjangaon,Jowar_Rabi,4197,104,4093
Maharashtra,Amravati,Bhatkuli,Jowar_Rabi,6765,0,6765
Maharashtra,Amravati,ChandurRailway,Jowar_Rabi,6645,0,6645
Maharashtra,Amravati,Chandurbazar,Jowar_Rabi,9955,767,9188
Maharashtra,Amravati,Chandurbazar,Jowar_Rabi,9955,767,9188
Maharashtra,Amravati,Chikhaldara,Jowar_Rabi,5556,0,5556
Maharashtra,Amravati,Daryapur,Jowar_Rabi,4628,0,4628
Maharashtra,Amravati,DhamangaonRailway,Jowar_Rabi,5368,5,5364
Maharashtra,Amravati,Dharni,Jowar_Rabi,9656,0,9656
Maharashtra,Amravati,Morshi,Jowar_Rabi,6016,43,5973
Maharashtra,Amravati,Nandgaon-Khandeshwar,Jowar_Rabi,452,0,452
Maharashtra,Amravati,Tivasa,Jowar_Rabi,1516,0,1516
Maharashtra,Amravati,Warud,Jowar_Rabi,8127,1057,7070
Maharashtra,Amravati,Warud,Jowar_Rabi,8127,1057,7070
Maharashtra,Beed,Ambejogai,Jowar_Rabi,4433,0,4433
Maharashtra,Beed,Ashti,Jowar_Rabi,30342,1298,29045
Maharashtra,Beed,Beed,Jowar_Rabi,15184,2668,12516
Maharashtra,Beed,Dharur,Jowar_Rabi,1429,0,1429
Maharashtra,Beed,Gevrai,Jowar_Rabi,4131,121,4010
Maharashtra,Beed,Kej,Jowar_Rabi,889,0,889
Maharashtra,Beed,Manjlegaon,Jowar_Rabi,4525,363,4162
Maharashtra,Beed,Parli,Jowar_Rabi,3724,101,3622
Maharashtra,Beed,Patoda,Jowar_Rabi,10293,377,9916
Maharashtra,Beed,Shirur(Kasar),Jowar_Rabi,1229,30,1198
Maharashtra,Beed,Wadwani,Jowar_Rabi,2396,3,2393
Maharashtra,Dhule,Dhule,Jowar_Rabi,5151,412,4740
Maharashtra,Dhule,Sakri,Jowar_Rabi,3009,122,2888
Maharashtra,Dhule,Shirpur,Jowar_Rabi,3342,1109,2232
Maharashtra,Dhule,Sindkheda,Jowar_Rabi,2463,89,2373
Maharashtra,Gadchiroli,Aheri,Jowar_Rabi,899,0,899
Maharashtra,Gadchiroli,Armori,Jowar_Rabi,115,51,64
Maharashtra,Gadchiroli,Chamorshi,Jowar_Rabi,178,78,101
Maharashtra,Gadchiroli,Dhanora,Jowar_Rabi,48,7,40
Maharashtra,Gadchiroli,Etapalli,Jowar_Rabi,202,0,202
Maharashtra,Gadchiroli,Gadchiroli,Jowar_Rabi,105,2,104
Maharashtra,Gadchiroli,Korchi,Jowar_Rabi,117,0,117
Maharashtra,Gadchiroli,Kurkheda,Jowar_Rabi,25,0,25
Maharashtra,Gadchiroli,Mulchera,Jowar_Rabi,13,0,13
Maharashtra,Gadchiroli,Sironcha,Jowar_Rabi,1330,225,1105
Maharashtra,Gadchiroli,Vadasa,Jowar_Rabi,71,0,71
Maharashtra,Hingoli,Aundha(Nagnath),Jowar_Rabi,486,0,486
Maharashtra,Hingoli,Basmath,Jowar_Rabi,2350,0,2350
Maharashtra,Hingoli,Hingoli,Jowar_Rabi,2549,1,2548
Maharashtra,Hingoli,Kalamnuri,Jowar_Rabi,1786,0,1786
Maharashtra,Hingoli,Sengaon,Jowar_Rabi,2308,3,2305
Maharashtra,Jalgaon,Amalner,Jowar_Rabi,3350,227,3123
Maharashtra,Jalgaon,Bhadgaon,Jowar_Rabi,272,0,272
Maharashtra,Jalgaon,Bhusawal,Jowar_Rabi,8512,0,8512
Maharashtra,Jalgaon,Bodvad,Jowar_Rabi,2587,0,2587
Maharashtra,Jalgaon,Chalisgaon,Jowar_Rabi,2527,241,2286
Maharashtra,Jalgaon,Chopda,Jowar_Rabi,4515,748,3767
Maharashtra,Jalgaon,Dharangaon,Jowar_Rabi,5167,894,4273
Maharashtra,Jalgaon,Erandol,Jowar_Rabi,3324,4,3321
Maharashtra,Jalgaon,Jalgaon,Jowar_Rabi,336,0,336
Maharashtra,Jalgaon,Jamner,Jowar_Rabi,4665,231,4433
Maharashtra,Jalgaon,Muktainagar,Jowar_Rabi,4102,418,3684
Maharashtra,Jalgaon,Pachora,Jowar_Rabi,559,0,559
Maharashtra,Jalgaon,Parola,Jowar_Rabi,7371,256,7114
Maharashtra,Jalgaon,Parola,Jowar_Rabi,7371,256,7114
Maharashtra,Jalgaon,Raver,Jowar_Rabi,5210,800,4410
Maharashtra,Jalgaon,Yawal,Jowar_Rabi,11299,1064,10235
Maharashtra,Jalna,Ambad,Jowar_Rabi,4098,574,3524
Maharashtra,Jalna,Ambad,Jowar_Rabi,4098,574,3524
Maharashtra,Jalna,Badnapur,Jowar_Rabi,1328,249,1079
Maharashtra,Jalna,Bhokardan,Jowar_Rabi,496,4,492
Maharashtra,Jalna,Ghansawangi,Jowar_Rabi,5643,1120,4523
Maharashtra,Jalna,Jaffrabad,Jowar_Rabi,222,3,219
Maharashtra,Jalna,Jalna,Jowar_Rabi,2006,120,1886
Maharashtra,Jalna,Mantha,Jowar_Rabi,555,0,555
Maharashtra,Jalna,Partur,Jowar_Rabi,6340,18,6322
Maharashtra,Kolhapur,Ajra,Jowar_Rabi,15206,0,15206
Maharashtra,Kolhapur,Bhudargad,Jowar_Rabi,4506,0,4506
Maharashtra,Kolhapur,Chandgad,Jowar_Rabi,5923,0,5923
Maharashtra,Kolhapur,Gadhinglaj,Jowar_Rabi,3400,0,3400
Maharashtra,Kolhapur,Gaganbavda,Jowar_Rabi,109,0,109
Maharashtra,Kolhapur,Hatkanangle,Jowar_Rabi,2021,23,1998
Maharashtra,Kolhapur,Kagal,Jowar_Rabi,2583,2,2581
Maharashtra,Kolhapur,Karvir,Jowar_Rabi,1940,2,1939
Maharashtra,Kolhapur,Panhala,Jowar_Rabi,2839,1,2838
Maharashtra,Kolhapur,Radhanagari,Jowar_Rabi,400,0,400
Maharashtra,Kolhapur,Shahuwadi,Jowar_Rabi,358,0,357
Maharashtra,Kolhapur,Shirol,Jowar_Rabi,1098,0,1098
Maharashtra,Latur,Ahmadpur,Jowar_Rabi,8282,40,8243
Maharashtra,Latur,Ausa,Jowar_Rabi,2749,0,2749
Maharashtra,Latur,Chakur,Jowar_Rabi,1507,32,1474
Maharashtra,Latur,Deoni,Jowar_Rabi,2169,0,2169
Maharashtra,Latur,Jalkot,Jowar_Rabi,4845,351,4494
Maharashtra,Latur,Latur,Jowar_Rabi,6588,50,6538
Maharashtra,Latur,Nilanga,Jowar_Rabi,1910,0,1910
Maharashtra,Latur,Renapur,Jowar_Rabi,1680,0,1680
Maharashtra,Latur,Shirur-Anantpal,Jowar_Rabi,857,0,857
Maharashtra,Latur,Udgir,Jowar_Rabi,7927,2,7926
Maharashtra,Nagpur,Bhiwapur,Jowar_Rabi,163,0,163
Maharashtra,Nagpur,Hingna,Jowar_Rabi,861,0,861
Maharashtra,Nagpur,Kalameshwar,Jowar_Rabi,590,21,569
Maharashtra,Nagpur,Kamptee,Jowar_Rabi,105,6,99
Maharashtra,Nagpur,Katol,Jowar_Rabi,1166,11,1156
Maharashtra,Nagpur,Kuhi,Jowar_Rabi,435,3,432
Maharashtra,Nagpur,Mauda,Jowar_Rabi,133,11,122
Maharashtra,Nagpur,Nagpur(Rural),Jowar_Rabi,205,4,200
Maharashtra,Nagpur,Narkhed,Jowar_Rabi,4577,159,4418
Maharashtra,Nagpur,Parseoni,Jowar_Rabi,114,27,86
Maharashtra,Nagpur,Ramtek,Jowar_Rabi,189,0,189
Maharashtra,Nagpur,Savner,Jowar_Rabi,573,3,570
Maharashtra,Nagpur,Umred,Jowar_Rabi,533,0,533
Maharashtra,Nanded,Ardhapur,Jowar_Rabi,350,0,350
Maharashtra,Nanded,Bhokar,Jowar_Rabi,5535,2,5534
Maharashtra,Nanded,Biloli,Jowar_Rabi,11469,0,11469
Maharashtra,Nanded,Deglur,Jowar_Rabi,2019,0,2019
Maharashtra,Nanded,Dharmabad,Jowar_Rabi,1160,0,1160
Maharashtra,Nanded,Dharmabad,Jowar_Rabi,1160,0,1160
Maharashtra,Nanded,Hadgaon,Jowar_Rabi,8446,0,8446
Maharashtra,Nanded,Himayatnagar,Jowar_Rabi,1147,0,1147
Maharashtra,Nanded,Kandhar,Jowar_Rabi,7410,0,7410
Maharashtra,Nanded,Kinwat,Jowar_Rabi,10073,3,10070
Maharashtra,Nanded,Loha,Jowar_Rabi,17497,40,17457
Maharashtra,Nanded,Mahur,Jowar_Rabi,4636,0,4636
Maharashtra,Nanded,Mudkhed,Jowar_Rabi,3048,0,3048
Maharashtra,Nanded,Mukhed,Jowar_Rabi,17420,0,17420
Maharashtra,Nanded,Naigaon(Khairgaon),Jowar_Rabi,1868,6,1863
Maharashtra,Nanded,Nanded,Jowar_Rabi,4888,97,4791
Maharashtra,Nanded,Umri,Jowar_Rabi,4698,0,4698
Maharashtra,Nandurbar,Akkalkuwa,Jowar_Rabi,9975,41,9934
Maharashtra,Nandurbar,Akrani,Jowar_Rabi,7582,4,7578
Maharashtra,Nandurbar,Nandurbar,Jowar_Rabi,15528,1001,14527
Maharashtra,Nandurbar,Nawapur,Jowar_Rabi,17456,170,17285
Maharashtra,Nandurbar,Shahada,Jowar_Rabi,3090,200,2890
Maharashtra,Nandurbar,Taloda,Jowar_Rabi,2430,49,2381
Maharashtra,Nashik,Baglan,Jowar_Rabi,3642,4,3637
Maharashtra,Nashik,Chandvad,Jowar_Rabi,449,0,449
Maharashtra,Nashik,Deola,Jowar_Rabi,297,111,186
Maharashtra,Nashik,Dindori,Jowar_Rabi,1256,14,1241
Maharashtra,Nashik,Igatpuri,Jowar_Rabi,4087,1,4087
Maharashtra,Nashik,Kalwan,Jowar_Rabi,139,0,139
Maharashtra,Nashik,Malegaon,Jowar_Rabi,1796,54,1742
Maharashtra,Nashik,Nandgaon,Jowar_Rabi,316,39,277
Maharashtra,Nashik,Nashik,Jowar_Rabi,94,5,89
Maharashtra,Nashik,Niphad,Jowar_Rabi,117,17,100
Maharashtra,Nashik,Peth,Jowar_Rabi,853,0,853
Maharashtra,Nashik,Sinnar,Jowar_Rabi,2532,16,2516
Maharashtra,Nashik,Surgana,Jowar_Rabi,620,0,620
Maharashtra,Nashik,Trimbakeshwar,Jowar_Rabi,52,0,52
Maharashtra,Nashik,Yevla,Jowar_Rabi,73,0,73
Maharashtra,Osmanabad,Bhum,Jowar_Rabi,17591,198,17394
Maharashtra,Osmanabad,Kalamb,Jowar_Rabi,18014,38,17977
Maharashtra,Osmanabad,Lohara,Jowar_Rabi,5125,65,5060
Maharashtra,Osmanabad,Osmanabad,Jowar_Rabi,6242,140,6102
Maharashtra,Osmanabad,Paranda,Jowar_Rabi,37823,600,37223
Maharashtra,Osmanabad,Tuljapur,Jowar_Rabi,26978,6293,20686
Maharashtra,Osmanabad,Umarga,Jowar_Rabi,7696,0,7696
Maharashtra,Osmanabad,Washi,Jowar_Rabi,6365,48,6318
Maharashtra,Parbhani,Gangakhed,Jowar_Rabi,4210,0,4210
Maharashtra,Parbhani,Jintur,Jowar_Rabi,580,0,580
Maharashtra,Parbhani,Manwat,Jowar_Rabi,4931,0,4931
Maharashtra,Parbhani,Palam,Jowar_Rabi,1760,0,1760
Maharashtra,Parbhani,Parbhani,Jowar_Rabi,4570,46,4524
Maharashtra,Parbhani,Pathri,Jowar_Rabi,2271,0,2271
Maharashtra,Parbhani,Purna,Jowar_Rabi,4026,0,4026
Maharashtra,Parbhani,Selu,Jowar_Rabi,9875,3,9871
Maharashtra,Parbhani,Sonpeth,Jowar_Rabi,2581,3,2578
Maharashtra,Pune,Ambegaon,Jowar_Rabi,17459,63,17395
Maharashtra,Pune,Baramati,Jowar_Rabi,78527,1297,77230
Maharashtra,Pune,Bhor,Jowar_Rabi,2069,9,2060
Maharashtra,Pune,Daund,Jowar_Rabi,31239,6645,24593
Maharashtra,Pune,Haveli,Jowar_Rabi,3880,726,3153
Maharashtra,Pune,Indapur,Jowar_Rabi,58789,2044,56745
Maharashtra,Pune,Junnar,Jowar_Rabi,65203,677,64526
Maharashtra,Pune,Khed,Jowar_Rabi,49092,1,49091
Maharashtra,Pune,Mawal,Jowar_Rabi,5448,130,5318
Maharashtra,Pune,Mulshi,Jowar_Rabi,2102,0,2102
Maharashtra,Pune,Purandhar,Jowar_Rabi,48078,125,47953
Maharashtra,Pune,Shirur,Jowar_Rabi,117927,43,117884
Maharashtra,Pune,Velhe,Jowar_Rabi,1390,6,1384
Maharashtra,Solapur,Akkalkot,Jowar_Rabi,54067,294,53773
Maharashtra,Solapur,Barshi,Jowar_Rabi,77950,4339,73611
Maharashtra,Solapur,Karmala,Jowar_Rabi,79818,5228,74591
Maharashtra,Solapur,Madha,Jowar_Rabi,85488,5208,80280
Maharashtra,Solapur,Malshiras,Jowar_Rabi,47202,3044,44158
Maharashtra,Solapur,Mangalvedha,Jowar_Rabi,58321,3982,54339
Maharashtra,Solapur,Mohol,Jowar_Rabi,63389,1930,61460
Maharashtra,Solapur,NorthSolapur,Jowar_Rabi,34900,337,34562
Maharashtra,Solapur,NorthSolapur,Jowar_Rabi,34900,337,34562
Maharashtra,Solapur,Pandharpur,Jowar_Rabi,17530,5878,11652
Maharashtra,Solapur,Sangola,Jowar_Rabi,90947,10888,80059
Maharashtra,Solapur,SouthSolapur,Jowar_Rabi,65157,2438,62720
Maharashtra,Wardha,Arvi,Jowar_Rabi,3855,0,3855
Maharashtra,Wardha,Ashti,Jowar_Rabi,10092,0,10092
Maharashtra,Wardha,Deoli,Jowar_Rabi,4275,0,4275
Maharashtra,Wardha,Hinganghat,Jowar_Rabi,3276,0,3276
Maharashtra,Wardha,Karanja,Jowar_Rabi,2364,0,2364
Maharashtra,Wardha,Samudrapur,Jowar_Rabi,677,16,661
Maharashtra,Wardha,Seloo,Jowar_Rabi,2869,0,2869
Maharashtra,Wardha,Wardha,Jowar_Rabi,4901,0,4901
Maharashtra,Washim,Karanja,Jowar_Rabi,8926,81,8845
Maharashtra,Washim,Malegaon,Jowar_Rabi,7260,0,7260
Maharashtra,Washim,Mangrulpir,Jowar_Rabi,8264,3,8261
Maharashtra,Washim,Manora,Jowar_Rabi,7613,0,7613
Maharashtra,Washim,Risod,Jowar_Rabi,7909,0,7909
Maharashtra,Washim,Washim,Jowar_Rabi,7027,0,7027
Maharashtra,Yavatmal,Arni,Jowar_Rabi,4075,0,4075
Maharashtra,Yavatmal,Babulgaon,Jowar_Rabi,33866,84,33782
Maharashtra,Yavatmal,Darwha,Jowar_Rabi,1687,20,1667
Maharashtra,Yavatmal,Digras,Jowar_Rabi,2397,18,2380
Maharashtra,Yavatmal,Ghatanji,Jowar_Rabi,9272,0,9272
Maharashtra,Yavatmal,Kalamb,Jowar_Rabi,4494,0,4494
Maharashtra,Yavatmal,Kelapur,Jowar_Rabi,4746,0,4746
Maharashtra,Yavatmal,Mahagaon,Jowar_Rabi,2467,16,2451
Maharashtra,Yavatmal,Maregaon,Jowar_Rabi,4508,13,4495
Maharashtra,Yavatmal,Ner,Jowar_Rabi,3980,37,3943
Maharashtra,Yavatmal,Pusad,Jowar_Rabi,4667,0,4667
Maharashtra,Yavatmal,Ralegaon,Jowar_Rabi,3273,0,3273
Maharashtra,Yavatmal,Umarkhed,Jowar_Rabi,2241,0,2241
Maharashtra,Yavatmal,Wani,Jowar_Rabi,1147,0,1147
Maharashtra,Yavatmal,Yavatmal,Jowar_Rabi,7781,50,7730
Maharashtra,Yavatmal,Zari-Jamani,Jowar_Rabi,4458,0,4458
Maharashtra,Yavatmal,Zari-Jamani,Jowar_Rabi,4458,0,4458
Maharashtra,Ahmednagar,Akola,Ragi,2136,0,2136
Maharashtra,Ahmednagar,Karjat,Ragi,4,4,0
Maharashtra,Ahmednagar,Pathardi,Ragi,7,5,2
Maharashtra,Ahmednagar,Rahata,Ragi,3,0,3
Maharashtra,Ahmednagar,Shrigonda,Ragi,5,5,0
Maharashtra,Aurangabad,Aurangabad,Ragi,14,4,10
Maharashtra,Aurangabad,Gangapur,Ragi,42,12,30
Maharashtra,Aurangabad,Phulambri,Ragi,5,0,5
Maharashtra,Beed,Ashti,Ragi,5,0,5
Maharashtra,Beed,Beed,Ragi,9,0,9
Maharashtra,Beed,Gevrai,Ragi,151,0,151
Maharashtra,Beed,Kej,Ragi,4,0,4
Maharashtra,Beed,Manjlegaon,Ragi,3,0,3
Maharashtra,Beed,Manjlegaon,Ragi,3,0,3
Maharashtra,Beed,Patoda,Ragi,0,0,0
Maharashtra,Beed,Wadwani,Ragi,2,0,2
Maharashtra,Chandrapur,Rajura,Ragi,38,0,38
Maharashtra,Dhule,Dhule,Ragi,31,0,31
Maharashtra,Dhule,Sakri,Ragi,5594,24,5570
Maharashtra,Dhule,Sindkheda,Ragi,32,0,32
Maharashtra,Gadchiroli,Armori,Ragi,1,0,1
Maharashtra,Gadchiroli,Kurkheda,Ragi,4,0,4
Maharashtra,Hingoli,Sengaon,Ragi,2,0,2
Maharashtra,Jalgaon,Amalner,Ragi,642,0,642
Maharashtra,Jalgaon,Bodvad,Ragi,1,0,1
Maharashtra,Jalgaon,Jamner,Ragi,3,3,0
Maharashtra,Jalgaon,Parola,Ragi,1,0,1
Maharashtra,Jalna,Ghansawangi,Ragi,3,1,2
Maharashtra,Jalna,Jaffrabad,Ragi,2,0,2
Maharashtra,Jalna,Jaffrabad,Ragi,2,0,2
Maharashtra,Jalna,Partur,Ragi,1,0,1
Maharashtra,Kolhapur,Ajra,Ragi,3642,1,3641
Maharashtra,Kolhapur,Bhudargad,Ragi,8804,0,8804
Maharashtra,Kolhapur,Chandgad,Ragi,2866,20,2846
Maharashtra,Kolhapur,Gadhinglaj,Ragi,8061,0,8061
Maharashtra,Kolhapur,Gaganbavda,Ragi,1060,0,1060
Maharashtra,Kolhapur,Kagal,Ragi,16,0,16
Maharashtra,Kolhapur,Karvir,Ragi,351,2,349
Maharashtra,Kolhapur,Panhala,Ragi,546,12,535
Maharashtra,Kolhapur,Radhanagari,Ragi,1138,31,1106
Maharashtra,Kolhapur,Shahuwadi,Ragi,1802,1,1801
Maharashtra,Nanded,Mukhed,Ragi,5,0,5
Maharashtra,Nandurbar,Akrani,Ragi,0,0,0
Maharashtra,Nandurbar,Nandurbar,Ragi,233,0,233
Maharashtra,Nandurbar,Nawapur,Ragi,115,0,115
Maharashtra,Nashik,Baglan,Ragi,740,0,740
Maharashtra,Nashik,Chandvad,Ragi,19,0,19
Maharashtra,Nashik,Deola,Ragi,39,39,0
Maharashtra,Nashik,Dindori,Ragi,2597,20,2577
Maharashtra,Nashik,Igatpuri,Ragi,2702,3,2699
Maharashtra,Nashik,Kalwan,Ragi,6,0,6
Maharashtra,Nashik,Malegaon,Ragi,4,4,0
Maharashtra,Nashik,Malegaon,Ragi,4,4,0
Maharashtra,Nashik,Nashik,Ragi,599,14,585
Maharashtra,Nashik,Peth,Ragi,5839,3,5836
Maharashtra,Nashik,Sinnar,Ragi,712,0,712
Maharashtra,Nashik,Surgana,Ragi,8984,26,8958
Maharashtra,Nashik,Trimbakeshwar,Ragi,7793,0,7793
Maharashtra,Osmanabad,Bhum,Ragi,9,0,9
Maharashtra,Osmanabad,Kalamb,Ragi,3,0,3
Maharashtra,Osmanabad,Paranda,Ragi,3,0,3
Maharashtra,Osmanabad,Umarga,Ragi,14,0,14
Maharashtra,Palghar,Jawhar,Ragi,3704,0,3704
Maharashtra,Palghar,Mokhada,Ragi,2315,0,2315
Maharashtra,Palghar,Talasari,Ragi,1,0,1
Maharashtra,Palghar,Vada,Ragi,514,0,514
Maharashtra,Palghar,Vikramgad,Ragi,1540,0,1540
Maharashtra,Parbhani,Parbhani,Ragi,3,3,0
Maharashtra,Pune,Ambegaon,Ragi,1440,4,1435
Maharashtra,Pune,Baramati,Ragi,26,0,26
Maharashtra,Pune,Bhor,Ragi,87,0,87
Maharashtra,Pune,Indapur,Ragi,7,0,7
Maharashtra,Pune,Indapur,Ragi,7,0,7
Maharashtra,Pune,Khed,Ragi,626,0,626
Maharashtra,Pune,Mulshi,Ragi,227,0,227
Maharashtra,Pune,Velhe,Ragi,1932,0,1932
Maharashtra,Raigad,Karjat,Ragi,31,0,31
Maharashtra,Raigad,Khalapur,Ragi,0,0,0
Maharashtra,Raigad,Mahad,Ragi,17,2,16
Maharashtra,Raigad,Mangaon,Ragi,2157,15,2141
Maharashtra,Raigad,Mhasla,Ragi,12,0,12
Maharashtra,Raigad,Roha,Ragi,4,0,4
Maharashtra,Raigad,Shrivardhan,Ragi,11,0,11
Maharashtra,Ratnagiri,Chiplun,Ragi,811,0,811
Maharashtra,Ratnagiri,Dapoli,Ragi,1110,0,1110
Maharashtra,Ratnagiri,Guhagar,Ragi,1757,0,1757
Maharashtra,Ratnagiri,Khed,Ragi,68,0,68
Maharashtra,Ratnagiri,Lanja,Ragi,76,0,76
Maharashtra,Ratnagiri,Mandangad,Ragi,870,0,870
Maharashtra,Ratnagiri,Rajapur,Ragi,463,0,463
Maharashtra,Ratnagiri,Ratnagiri,Ragi,1185,10,1174
Maharashtra,Ratnagiri,Sangameshwar,Ragi,353,0,353
Maharashtra,Satara,Jaoli,Ragi,824,0,824
Maharashtra,Satara,Karad,Ragi,192,0,192
Maharashtra,Satara,Khandala,Ragi,600,0,600
Maharashtra,Satara,Khatav,Ragi,1,0,1
Maharashtra,Satara,Mahabaleshwar,Ragi,485,0,485
Maharashtra,Satara,Man,Ragi,2,0,2
Maharashtra,Satara,Patan,Ragi,4738,4,4734
Maharashtra,Satara,Phaltan,Ragi,169,0,169
Maharashtra,Satara,Satara,Ragi,416,1,415
Maharashtra,Satara,Wai,Ragi,1183,0,1183
Maharashtra,Sindhudurg,Devgad,Ragi,621,0,621
Maharashtra,Sindhudurg,Dodamarg,Ragi,36,0,36
Maharashtra,Sindhudurg,Kankavli,Ragi,22,0,22
Maharashtra,Sindhudurg,Kudal,Ragi,143,0,143
Maharashtra,Sindhudurg,Kudal,Ragi,143,0,143
Maharashtra,Sindhudurg,Malwan,Ragi,91,0,91
Maharashtra,Sindhudurg,Sawantwadi,Ragi,2745,0,2745
Maharashtra,Sindhudurg,Vaibhavvadi,Ragi,436,0,436
Maharashtra,Sindhudurg,Vaibhavvadi,Ragi,436,0,436
Maharashtra,Sindhudurg,Vengurla,Ragi,1106,0,1106
Maharashtra,Solapur,Barshi,Ragi,3,0,3
Maharashtra,Solapur,Madha,Ragi,5,0,5
Maharashtra,Solapur,Pandharpur,Ragi,2,2,0
Maharashtra,Thane,Shahapur,Ragi,961,0,961
Maharashtra,Wardha,Wardha,Ragi,5,5,0
Maharashtra,Washim,Karanja,Ragi,1,0,1
